word,projection,category
hour_SUBST,1.4690557719840418,1
minute_SUBST,5.956695254268382,1
second_SUBST,11.979732682266752,1
long_ADJ,-0.8597916830057997,2
short_ADJ,8.879639305674836,1
day_SUBST,-0.3121359455608273,1
week_SUBST,-0.5468625242500279,2
month_SUBST,-2.0433633704857317,2
year_SUBST,-6.069591755021743,2
century_SUBST,-14.600322328390368,2
decade_SUBST,-17.40612724899448,2
